variable,dummyVariable,typeEnd,databaseStart,variableStart,ICES confirmation,typeStart,recEnd,numValidCat,catLabel,catLabelLong,units,recStart,catStartLabel,variableStartShortLabel,variableStartLabel,notes,,
CCC_151,CCC_151_cat2_1,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s, cchs2001_i, cchs2003_i, cchs2005_i, cchs2007_2008_i, ccsh2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2001_p::CCCA_151, cchs2003_p::CCCC_151, cchs2005_p::CCCE_151, cchs2015_2016_p::CCC_090, cchs2017_2018_p::CCC_090, cchs2001_i::CCCA_151, cchs2003_i::CCCC_151, cchs2005_i::CCCE_151, cchs2015_2016_i::CCC_090, cchs2017_2018_i::CCC_090,[CCC_151]",ICES confirmed,cat,1,2,Stroke,Stroke,N/A,1,Yes (Do you suffer from the effects of stroke?),Stroke,Do you suffer from effects of stroke?,,,
CCC_151,CCC_151_cat2_2,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s, cchs2001_i, cchs2003_i, cchs2005_i, cchs2007_2008_i, ccsh2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2001_p::CCCA_151, cchs2003_p::CCCC_151, cchs2005_p::CCCE_151, cchs2015_2016_p::CCC_090, cchs2017_2018_p::CCC_090, cchs2001_i::CCCA_151, cchs2003_i::CCCC_151, cchs2005_i::CCCE_151, cchs2015_2016_i::CCC_090, cchs2017_2018_i::CCC_090,[CCC_151]",ICES confirmed,cat,2,2,No Stroke,No Stroke,N/A,2,No (Do you suffer from the effects of stroke?),Stroke,Do you suffer from effects of stroke?,,,
CCC_151,CCC_151_cat2_NA::a,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s, cchs2001_i, cchs2003_i, cchs2005_i, cchs2007_2008_i, ccsh2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2001_p::CCCA_151, cchs2003_p::CCCC_151, cchs2005_p::CCCE_151, cchs2015_2016_p::CCC_090, cchs2017_2018_p::CCC_090, cchs2001_i::CCCA_151, cchs2003_i::CCCC_151, cchs2005_i::CCCE_151, cchs2015_2016_i::CCC_090, cchs2017_2018_i::CCC_090,[CCC_151]",ICES confirmed,cat,NA::a,2,not applicable,not applicable,N/A,6,not applicable,Stroke,Do you suffer from effects of stroke?,,,
CCC_151,CCC_151_cat2_NA::b,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s, cchs2001_i, cchs2003_i, cchs2005_i, cchs2007_2008_i, ccsh2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2001_p::CCCA_151, cchs2003_p::CCCC_151, cchs2005_p::CCCE_151, cchs2015_2016_p::CCC_090, cchs2017_2018_p::CCC_090, cchs2001_i::CCCA_151, cchs2003_i::CCCC_151, cchs2005_i::CCCE_151, cchs2015_2016_i::CCC_090, cchs2017_2018_i::CCC_090,[CCC_151]",ICES confirmed,cat,NA::b,2,missing,missing,N/A,"[7,9]",don't know (7); refusal (8); not stated (9),Stroke,Do you suffer from effects of stroke?,,,
CCC_151,CCC_151_cat2_NA::b,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s, cchs2001_i, cchs2003_i, cchs2005_i, cchs2007_2008_i, ccsh2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2001_p::CCCA_151, cchs2003_p::CCCC_151, cchs2005_p::CCCE_151, cchs2015_2016_p::CCC_090, cchs2017_2018_p::CCC_090, cchs2001_i::CCCA_151, cchs2003_i::CCCC_151, cchs2005_i::CCCE_151, cchs2015_2016_i::CCC_090, cchs2017_2018_i::CCC_090,[CCC_151]",ICES confirmed,cat,NA::b,2,missing,missing,N/A,else,else,Stroke,Do you suffer from effects of stroke?,,,
CCC_280,CCC_280_cat2_1,cat,"cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2003_p::CCCC_280, cchs2005_p::CCCE_280, cchs2015_2016_p::CCC_195, cchs2017_2018_p::CCC_195, cchs2003_i::CCCC_280, cchs2005_i::CCCE_280, cchs2015_2016_i::CCC_195, cchs2017_2018_i::CCC_195, [CCC_280]",ICES confirmed,cat,1,2,Has a mood disorder,Has a mood disorder,N/A,1,Yes (Do you have a mood disorder?),Mood disorder,Do you have a mood disorder?,,,
CCC_280,CCC_280_cat2_2,cat,"cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2003_p::CCCC_280, cchs2005_p::CCCE_280, cchs2015_2016_p::CCC_195, cchs2017_2018_p::CCC_195, cchs2003_i::CCCC_280, cchs2005_i::CCCE_280, cchs2015_2016_i::CCC_195, cchs2017_2018_i::CCC_195, [CCC_280]",ICES confirmed,cat,2,2,Does not have a mood disorder,Does not have a mood disorder,N/A,2,No (Do you have a mood disorder?),Mood disorder,Do you have a mood disorder?,,,
CCC_280,CCC_280_cat2_NA::a,cat,"cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2003_p::CCCC_280, cchs2005_p::CCCE_280, cchs2015_2016_p::CCC_195, cchs2017_2018_p::CCC_195, cchs2003_i::CCCC_280, cchs2005_i::CCCE_280, cchs2015_2016_i::CCC_195, cchs2017_2018_i::CCC_195, [CCC_280]",ICES confirmed,cat,NA::a,2,not applicable,not applicable,N/A,6,not applicable,Mood disorder,Do you have a mood disorder?,,,
CCC_280,CCC_280_cat2_NA::b,cat,"cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2003_p::CCCC_280, cchs2005_p::CCCE_280, cchs2015_2016_p::CCC_195, cchs2017_2018_p::CCC_195, cchs2003_i::CCCC_280, cchs2005_i::CCCE_280, cchs2015_2016_i::CCC_195, cchs2017_2018_i::CCC_195, [CCC_280]",ICES confirmed,cat,NA::b,2,missing,missing,N/A,"[7,9]",don't know (7); refusal (8); not stated (9),Mood disorder,Do you have a mood disorder?,,,
CCC_280,CCC_280_cat2_NA::b,cat,"cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2003_p::CCCC_280, cchs2005_p::CCCE_280, cchs2015_2016_p::CCC_195, cchs2017_2018_p::CCC_195, cchs2003_i::CCCC_280, cchs2005_i::CCCE_280, cchs2015_2016_i::CCC_195, cchs2017_2018_i::CCC_195, [CCC_280]",ICES confirmed,cat,NA::b,2,missing,missing,N/A,else,else,Mood disorder,Do you have a mood disorder?,,,
DHH_SEX,DHH_SEX_cat2_1,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s, cchs2001_i, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2001_p::DHHA_SEX, cchs2003_p::DHHC_SEX, cchs2005_p::DHHE_SEX, cchs2001_i::DHHA_SEX, cchs2003_i::DHHC_SEX, cchs2005_i::DHHE, [DHH_SEX]",ICES confirmed,cat,1,2,Male,Male,N/A,1,Male,Sex,Sex,,,
DHH_SEX,DHH_SEX_cat2_2,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s, cchs2001_i, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2001_p::DHHA_SEX, cchs2003_p::DHHC_SEX, cchs2005_p::DHHE_SEX, cchs2001_i::DHHA_SEX, cchs2003_i::DHHC_SEX, cchs2005_i::DHHE, [DHH_SEX]",ICES confirmed,cat,2,2,Female,Female,N/A,2,Female,Sex,Sex,,,
DHH_SEX,DHH_SEX_cat2_NA::a,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s, cchs2001_i, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2001_p::DHHA_SEX, cchs2003_p::DHHC_SEX, cchs2005_p::DHHE_SEX, cchs2001_i::DHHA_SEX, cchs2003_i::DHHC_SEX, cchs2005_i::DHHE, [DHH_SEX]",ICES confirmed,cat,NA::a,2,not applicable,not applicable,N/A,6,not applicable,Sex,Sex,,,
DHH_SEX,DHH_SEX_cat2_NA::b,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s, cchs2001_i, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2001_p::DHHA_SEX, cchs2003_p::DHHC_SEX, cchs2005_p::DHHE_SEX, cchs2001_i::DHHA_SEX, cchs2003_i::DHHC_SEX, cchs2005_i::DHHE, [DHH_SEX]",ICES confirmed,cat,NA::b,2,missing,missing,N/A,"[7,9]",don't know (7); refusal (8); not stated (9),Sex,Sex,,,
DHH_SEX,DHH_SEX_cat2_NA::b,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s, cchs2001_i, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2001_p::DHHA_SEX, cchs2003_p::DHHC_SEX, cchs2005_p::DHHE_SEX, cchs2001_i::DHHA_SEX, cchs2003_i::DHHC_SEX, cchs2005_i::DHHE, [DHH_SEX]",ICES confirmed,cat,NA::b,2,missing,missing,N/A,else,else,Sex,Sex,,,
DHH_AGE,N/A,cont,"cchs2009_s, cchs2010_s, cchs2012_s, cchs2001_i, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2001_i::DHHA_AGE, cchs2003_i::DHHC_AGE, cchs2005_i::DHHE_AGE, [DHH_AGE]",ICES altered,cont,copy,N/A,Age,continuous age,years,"[12,102]",Age,Age,Continuous age,Share files have continuous age.,,
DHH_AGE,N/A,cont,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s, cchs2001_i, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2001_i::DHHA_AGE, cchs2003_i::DHHC_AGE, cchs2005_i::DHHE_AGE, [DHH_AGE]",ICES altered,cont,NA::a,N/A,not applicable,not applicable,years,96,not applicable,Age,Continuous age,,,
DHH_AGE,N/A,cont,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s, cchs2001_i, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2001_i::DHHA_AGE, cchs2003_i::DHHC_AGE, cchs2005_i::DHHE_AGE, [DHH_AGE]",ICES altered,cont,NA::b,N/A,missing,missing,years,"[97,99]",don't know (97); refusal (98); not stated (99),Age,Continuous age,,,
DHH_AGE,N/A,cont,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s, cchs2001_i, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2001_i::DHHA_AGE, cchs2003_i::DHHC_AGE, cchs2005_i::DHHE_AGE, [DHH_AGE]",ICES altered,cont,NA::b,N/A,missing,missing,years,else,else,Age,Continuous age,,,
DHH_MS,DHH_MS_cat4_1,cat,"cchs2001_i, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2001_i::DHHA_MS, cchs2003_i::DHHC_MS, cchs2005_i::DHHE_MS, [DHH_MS]",ICES specific,cat,1,4,Married,Married,N/A,1,Married,Marital status,2001:Marital status - (G); [Marital status],,,
DHH_MS,DHH_MS_cat4_2,cat,"cchs2001_i, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2001_i::DHHA_MS, cchs2003_i::DHHC_MS, cchs2005_i::DHHE_MS, [DHH_MS]",ICES specific,cat,2,4,Common-law,Common-law,N/A,2,Common-law,Marital status,2001:Marital status - (G); [Marital status],,,
DHH_MS,DHH_MS_cat4_3,cat,"cchs2001_i, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2001_i::DHHA_MS, cchs2003_i::DHHC_MS, cchs2005_i::DHHE_MS, [DHH_MS]",ICES specific,cat,3,4,Widow/Sep/Div,Widow/Sep/Div,N/A,"[3,5]",Widow/Sep/Div,Marital status,2001:Marital status - (G); [Marital status],,,
DHH_MS,DHH_MS_cat4_4,cat,"cchs2001_i, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2001_i::DHHA_MS, cchs2003_i::DHHC_MS, cchs2005_i::DHHE_MS, [DHH_MS]",ICES specific,cat,4,4,Single/Never mar.,Single/Never mar.,N/A,6,Single/Never mar.,Marital status,2001:Marital status - (G); [Marital status],,,
DHH_MS,DHH_MS_cat4_NA::a,cat,"cchs2001_i, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2001_i::DHHA_MS, cchs2003_i::DHHC_MS, cchs2005_i::DHHE_MS, [DHH_MS]",ICES specific,cat,NA::a,4,not applicable,not applicable,N/A,96,not applicable,Marital status,2001:Marital status - (G); [Marital status],,,
DHH_MS,DHH_MS_cat4_NA::b,cat,"cchs2001_i, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2001_i::DHHA_MS, cchs2003_i::DHHC_MS, cchs2005_i::DHHE_MS, [DHH_MS]",ICES specific,cat,NA::b,4,missing,missing,N/A,"[97,99]",don't know (97); refusal (98); not stated (99),Marital status,2001:Marital status - (G); [Marital status],,,
DHH_MS,DHH_MS_cat4_NA::b,cat,"cchs2001_i, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2001_i::DHHA_MS, cchs2003_i::DHHC_MS, cchs2005_i::DHHE_MS, [DHH_MS]",ICES specific,cat,NA::b,4,missing,missing,N/A,else,else,Marital status,2001:Marital status - (G); [Marital status],,,
DHH_MS_A,DHH_MS_DemPoRT_cat3_1,cat,"cchs2001_i, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2001_i::DHHA_MS, cchs2003_i::DHHC_MS, cchs2005_i::DHHE_MS, [DHH_MS]",ICES specific,cat,1,4,Married/Common-law,Married/Common-law,N/A,"[1,2]",Married/Common-law,Marital status,2001:Marital status - (G); [Marital status],DemPoRt marriage categories,,
DHH_MS_A,DHH_MS_DemPoRT_cat3_2,cat,"cchs2001_i, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2001_i::DHHA_MS, cchs2003_i::DHHC_MS, cchs2005_i::DHHE_MS, [DHH_MS]",ICES specific,cat,2,4,Sep/Div,Sep/Div,N/A,"[4,5]",Sep/Div,Marital status,2001:Marital status - (G); [Marital status],DemPoRt marriage categories,,
DHH_MS_A,DHH_MS_DemPoRT_cat3_3,cat,"cchs2001_i, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2001_i::DHHA_MS, cchs2003_i::DHHC_MS, cchs2005_i::DHHE_MS, [DHH_MS]",ICES specific,cat,3,4,Widow,Widow,N/A,3,Widow,Marital status,2001:Marital status - (G); [Marital status],DemPoRt marriage categories,,
DHH_MS_A,DHH_MS_DemPoRT_cat3_3,cat,"cchs2001_i, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2001_i::DHHA_MS, cchs2003_i::DHHC_MS, cchs2005_i::DHHE_MS, [DHH_MS]",ICES specific,cat,4,4,Single ,Single ,N/A,6,Single ,Marital status,2001:Marital status - (G); [Marital status],DemPoRt marriage categories,,
DHH_MS_A,DHH_MS_DemPoRT_cat3_NA::a,cat,"cchs2001_i, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2001_i::DHHA_MS, cchs2003_i::DHHC_MS, cchs2005_i::DHHE_MS, [DHH_MS]",ICES specific,cat,NA::a,4,not applicable,not applicable,N/A,96,not applicable,Marital status,2001:Marital status - (G); [Marital status],DemPoRt marriage categories,,
DHH_MS_A,DHH_MS_DemPoRT_cat3_NA::b,cat,"cchs2001_i, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2001_i::DHHA_MS, cchs2003_i::DHHC_MS, cchs2005_i::DHHE_MS, [DHH_MS]",ICES specific,cat,NA::b,4,missing,missing,N/A,"[97,99]",don't know (97); refusal (98); not stated (99),Marital status,2001:Marital status - (G); [Marital status],DemPoRt marriage categories,,
DHH_MS_A,DHH_MS_DemPoRT_cat3_NA::b,cat,"cchs2001_i, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2001_i::DHHA_MS, cchs2003_i::DHHC_MS, cchs2005_i::DHHE_MS, [DHH_MS]",ICES specific,cat,NA::b,4,missing,missing,N/A,else,else,Marital status,2001:Marital status - (G); [Marital status],DemPoRt marriage categories,,
EDUDR04,EDUDR04_cat4_1,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2009_s, cchs2010_s, cchs2012_s, cchs2001_i, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2001_p::EDUADR04, cchs2003_p::EDUCDR04, cchs2005_p::EDUEDR04, cchs2001_i::EDUADR04, cchs2003_i::EDUCDR04, cchs2005_i::EDUEDR04, cchs2015_2016_i::EHG2DVR3, cchs2017_2018_i::EHG2DVR3, [EDUDR04]",ICES confirmed,cat,1,4,Less than high school,Less than High School,N/A,1,< Than Secondary,Highest education,Highest level/education - 4 categories,Slight change in wording of categories from CCHS 2011 onwards,,
EDUDR04,EDUDR04_cat4_2,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2009_s, cchs2010_s, cchs2012_s, cchs2001_i, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2001_p::EDUADR04, cchs2003_p::EDUCDR04, cchs2005_p::EDUEDR04, cchs2001_i::EDUADR04, cchs2003_i::EDUCDR04, cchs2005_i::EDUEDR04, cchs2015_2016_i::EHG2DVR3, cchs2017_2018_i::EHG2DVR3, [EDUDR04]",ICES confirmed,cat,2,4,High school graduate,High School Graduate,N/A,2,Secondary grad,Highest education,Highest level/education - 4 categories,,,
EDUDR04,EDUDR04_cat4_3,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2009_s, cchs2010_s, cchs2012_s, cchs2001_i, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2001_p::EDUADR04, cchs2003_p::EDUCDR04, cchs2005_p::EDUEDR04, cchs2001_i::EDUADR04, cchs2003_i::EDUCDR04, cchs2005_i::EDUEDR04, cchs2015_2016_i::EHG2DVR3, cchs2017_2018_i::EHG2DVR3, [EDUDR04]",ICES confirmed,cat,3,4,Some post-secondary education,Some post-secondary education,N/A,3,Other post-sec.,Highest education,Highest level/education - 4 categories,,,
EDUDR04,EDUDR04_cat4_4,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2009_s, cchs2010_s, cchs2012_s, cchs2001_i, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2001_p::EDUADR04, cchs2003_p::EDUCDR04, cchs2005_p::EDUEDR04, cchs2001_i::EDUADR04, cchs2003_i::EDUCDR04, cchs2005_i::EDUEDR04, cchs2015_2016_i::EHG2DVR3, cchs2017_2018_i::EHG2DVR3, [EDUDR04]",ICES confirmed,cat,4,4,Post-secondary graduate,Post-secondary graduate,N/A,4,Post-sec. grad,Highest education,Highest level/education - 4 categories,,,
EDUDR04,EDUDR04_cat4_NA::a,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2009_s, cchs2010_s, cchs2012_s, cchs2001_i, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2001_p::EDUADR04, cchs2003_p::EDUCDR04, cchs2005_p::EDUEDR04, cchs2001_i::EDUADR04, cchs2003_i::EDUCDR04, cchs2005_i::EDUEDR04, cchs2015_2016_i::EHG2DVR3, cchs2017_2018_i::EHG2DVR3, [EDUDR04]",ICES confirmed,cat,NA::a,4,not applicable,not applicable,N/A,6,not applicable,Highest education,Highest level/education - 4 categories,,,
